,Price,SQFT,rooms,Des
1210,"₹ 30 Lac
₹ 2,926/sq.ft.","1,025 sq.ft.
(95 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in nagal jaisa bohra
1211,"₹ 1 Cr
₹ 5,555/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Govindpura Kardhani Scheme
1212,"₹ 47 Lac
₹ 4,137/sq.ft.","1,136 sq.ft.
(106 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1213,"₹ 22 Lac
₹ 2,378/sq.ft.","925 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1214,"₹ 2.15 Cr
₹ 13,001/sq.ft.","1,653 sq.ft.
(154 sq.m.) Plot Area","7 BHK
7 Baths",7 Bedroom Independent House in Vaishali West
1215,"₹ 30 Lac
₹ 1,106/sq.ft.","2,712 sq.ft.
(252 sq.m.) Plot Area",,Residential land / Plot in Rohini Nagar
1216,"₹ 90 Lac
₹ 5,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Kamla Nehru Nagar
1217,"₹ 25 Lac
₹ 3,333/sq.ft.","750 sq.ft.
(70 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Anand Vihar
1218,"₹ 3.5 Lac
₹ 389/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Chaksu
1219,"₹ 46 Lac
₹ 2,829/sq.ft.","1,626 sq.ft.
(151 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Kanak Vihar
1220,"₹ 33 Lac
₹ 3,886/sq.ft.","849 sq.ft.
(79 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nandpuri Colony
1221,"₹ 48 Lac
₹ 3,692/sq.ft.","1,300 sq.ft.
(121 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1222,"₹ 12 Lac
₹ 2,181/sq.ft.","550 sq.ft.
(51 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Kanakpura
1223,"₹ 30 Lac
₹ 3,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jhotwara
1224,"₹ 38 Lac
₹ 3,619/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1225,"₹ 9 Lac
₹ 714/sq.ft.","1,260 sq.ft.
(117 sq.m.) Plot Area",,Residential land / Plot in Balawala
1226,"₹ 50 Lac
₹ 2,660/sq.ft.","1,880 sq.ft.
(175 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Pratap Nagar
1227,"₹ 32 Lac
₹ 2,370/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Lalarpura
1228,"₹ 3 Lac
₹ 333/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Jobner
1229,"₹ 49 Lac
₹ 4,394/sq.ft.","1,320 sq.ft.
(123 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Radha Vihar
1230,"₹ 4.2 Lac
₹ 867/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Sanjharia
1231,"₹ 21.25 Lac
₹ 2,561/sq.ft.","830 sq.ft.
(77 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nangal Jaisabohra
1232,"₹ 80 Lac
₹ 4,444/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Rohini Nagar Jagatpura
1233,"₹ 35.64 Lac
₹ 2,044/sq.ft.","1,743 sq.ft.
(162 sq.m.) Plot Area",,Residential land / Plot in Chak Saligrampura
1234,"₹ 30 Lac
₹ 2,608/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sirsi Road
1235,"₹ 24 Lac
₹ 1,524/sq.ft.","1,575 sq.ft.
(146 sq.m.) Plot Area",,Residential land / Plot in Niwaru
1236,"₹ 50 Lac
₹ 3,703/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kana Vihar
1237,"₹ 42 Lac
₹ 3,574/sq.ft.","1,175 sq.ft.
(109 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1238,"₹ 40 Lac
₹ 3,653/sq.ft.","1,095 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1239,"₹ 29 Lac
₹ 4,531/sq.ft.","640 sq.ft.
(59 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Govindpura
1240,"₹ 15 Lac
₹ 1,515/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1241,"₹ 12 Lac
₹ 2,181/sq.ft.","550 sq.ft.
(51 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Residential Apartment in kanak vrindavan
1242,"₹ 19 Lac
₹ 1,888/sq.ft.","1,006 sq.ft.
(93 sq.m.) Plot Area",,"Residential land / Plot in Bad Ke BalaJi, Ajmer Road"
1243,"₹ 7 Lac
₹ 2,631/sq.ft.","266 sq.ft.
(25 sq.m.) Plot Area",,Residential land / Plot in Kalpana Nagar
1244,"₹ 35 Lac
₹ 3,333/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mother Teresa Nagar
1245,"₹ 1.5 Cr
₹ 11,613/sq.ft.","1,291 sq.ft.
(120 sq.m.) Plot Area",,Residential land / Plot in Vijay Path
1246,"₹ 3.25 Cr
₹ 10,317/sq.ft.","3,150 sq.ft.
(293 sq.m.) Carpet Area","10 BHK
6 Baths",10 Bedroom Independent House in Brijlalpura
1247,"₹ 1.05 Cr
₹ 3,889/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,"Residential land / Plot in Naryanpuri, Sirsi road"
1248,"₹ 45 Lac
₹ 10,000/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Surajpole
1249,"₹ 4.11 Cr
₹ 22,483/sq.ft.","1,828 sq.ft.
(170 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Janta Colony
1250,"₹ 35 Lac
₹ 2,917/sq.ft.","1,200 sq.ft.
(111 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Sirsi
1251,"₹ 24 Lac
₹ 3,096/sq.ft.","775 sq.ft.
(72 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Gandhi Path
1252,"₹ 27.66 Lac
₹ 1,670/sq.ft.","1,656 sq.ft.
(154 sq.m.) Plot Area",,Residential land / Plot in Thikariya
1253,"₹ 45 Lac
₹ 3,704/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area",,Residential land / Plot in chandra nagar
1254,"₹ 22.51 Lac
₹ 2,369/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Sanganer
1255,"₹ 12.75 Lac
₹ 1,976/sq.ft.","645 sq.ft.
(60 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
1256,"₹ 40 Lac
₹ 3,664/sq.ft.","1,092 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1257,"₹ 48 Lac
₹ 4,013/sq.ft.","1,196 sq.ft.
(111 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Modi Nagar
1258,"₹ 30 Lac
₹ 2,899/sq.ft.","1,035 sq.ft.
(96 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1259,"₹ 10.06 Lac
₹ 2,222/sq.ft.","452 sq.ft.
(42 sq.m.) Plot Area",,Residential land / Plot in Near pink perl
1260,"₹ 8.5 Lac
₹ 850/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ramla ka bas
1261,"₹ 32 Lac
₹ 2,656/sq.ft.","1,205 sq.ft.
(112 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
1262,"₹ 10 Lac
₹ 2,097/sq.ft.","477 sq.ft.
(44 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1263,"₹ 8 Lac
₹ 826/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1264,"₹ 21.5 Lac
₹ 1,869/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Dholai
1265,"₹ 42.5 Lac
₹ 4,216/sq.ft.","1,008 sq.ft.
(94 sq.m.) Plot Area",,Residential land / Plot in Dronpuri
1266,"₹ 23 Lac
₹ 3,538/sq.ft.","650 sq.ft.
(60 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Mansarovar Extension
1267,"₹ 35 Lac
₹ 21,604/sq.ft.","162 sq.ft.
(15 sq.m.) Plot Area",,Residential land / Plot in Chak Saligrampura
1268,"₹ 1.49 Cr
₹ 37,188/sq.ft.","400 sq.ft.
(37 sq.m.) Plot Area",,Residential land / Plot in Dadi Ka Phatak
1269,"₹ 24 Lac
₹ 2,923/sq.ft.","821 sq.ft.
(76 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kalwar Road
1270,"₹ 67.67 Lac
₹ 4,843/sq.ft.","1,397 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shivdaspura
1271,"₹ 25.5 Lac
₹ 2,550/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Sirsi
1272,"₹ 27 Lac
₹ 3,000/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sirsi Road
1273,"₹ 25 Lac
₹ 3,742/sq.ft.","668 sq.ft.
(62 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Lalarpura
1274,"₹ 45 Lac
₹ 3,270/sq.ft.","1,376 sq.ft.
(128 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
1275,"₹ 29.5 Lac
₹ 5,718/sq.ft.","516 sq.ft.
(48 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Mansarovar
1276,"₹ 4 Lac
₹ 988/sq.ft.","405 sq.ft.
(38 sq.m.) Plot Area",,Residential land / Plot in Bagru Khurd
1277,"₹ 46 Lac
₹ 2,556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Near Muhana mandi
1278,"₹ 32 Lac
₹ 2,656/sq.ft.","1,205 sq.ft.
(112 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
1279,"₹ 95 Lac
₹ 10,555/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","2 BHK
1 Bath",2 BHK Independent Builder Floor in Jyoti Nagar
1280,"₹ 16 Lac
₹ 2,020/sq.ft.","792 sq.ft.
(74 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1281,"₹ 22.5 Lac
₹ 2,881/sq.ft.","781 sq.ft.
(73 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1282,"₹ 53 Lac
₹ 3,534/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
1283,"₹ 50.5 Lac
₹ 1,574/sq.ft.","3,207 sq.ft.
(298 sq.m.) Plot Area",,Residential land / Plot in Vatika
1284,"₹ 25 Lac
₹ 2,416/sq.ft.","1,035 sq.ft.
(96 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1285,"₹ 7.5 Lac
₹ 1,290/sq.ft.","581 sq.ft.
(54 sq.m.) Plot Area",,Residential land / Plot in Rohini 3rd
1286,"₹ 22 Lac
₹ 2,000/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Niwaru Road
1287,"₹ 50 Lac
₹ 2,000/sq.ft.","2,500 sq.ft.
(232 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sanganer
1288,"₹ 15 Lac
₹ 333/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area",,Residential land / Plot in Dudu
1289,"₹ 7 Cr
₹ 201/sq.ft.","348,479 sq.ft.
(32375 sq.m.) Plot Area",,Residential land / Plot in Shahpura
1290,"₹ 67.96 Lac
₹ 5,034/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Sikar Raod
1291,"₹ 13.95 Lac
₹ 1,550/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1292,"₹ 12 Lac
₹ 1,021/sq.ft.","1,175 sq.ft.
(109 sq.m.) Plot Area",,Residential land / Plot in Kalwar
1293,"₹ 30 Lac
₹ 2,508/sq.ft.","1,196 sq.ft.
(111 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Harnathpura
1294,"₹ 45 Lac
₹ 1,370/sq.ft.","3,285 sq.ft.
(305 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Kotputli
1295,"₹ 6 Lac
₹ 667/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
1296,"₹ 5 Cr
₹ 7,407/sq.ft.","6,750 sq.ft.
(627 sq.m.) Plot Area",,Residential land / Plot in plot no 1 parivahan nagar khatipura
1297,"₹ 7.4 Lac
₹ 442/sq.ft.","1,673 sq.ft.
(155 sq.m.) Plot Area",,Residential land / Plot in Antela more sabji Mandi NH-8 near Hotel Highway king
1298,"₹ 35 Lac
₹ 5,983/sq.ft.","585 sq.ft.
(54 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Vishwakarma Industrial Area
1299,"₹ 5.25 Cr
₹ 11,112/sq.ft.","4,725 sq.ft.
(439 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Amer
1300,"₹ 16.5 Lac
₹ 3,085/sq.ft.","535 sq.ft.
(50 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ramsinghpura
1301,"₹ 90 Lac
₹ 1,818/sq.ft.","4,950 sq.ft.
(460 sq.m.) Plot Area",,Residential land / Plot in Krishna city
1302,"₹ 55 Lac
₹ 2,037/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Omaxe City Ajmer Road
1303,"₹ 40 Lac
₹ 2,222/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shivdaspura
1304,"₹ 21 Lac
₹ 2,102/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1305,"₹ 9 Lac
₹ 667/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Mokhampura
1306,"₹ 12.25 Lac
₹ 800/sq.ft.","1,499 sq.ft.
(139 sq.m.) Plot Area",,"Residential land / Plot in Laxmi Narayan Sarovar Vth , Pawaliya"
1307,"₹ 25 Lac
₹ 2,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Rani Colony
1308,"₹ 70.5 Lac
₹ 3,133/sq.ft.","2,250 sq.ft.
(209 sq.m.) Plot Area","9 BHK
4 Baths",9 Bedroom Independent House in Bagru
1309,"₹ 2.88 Cr
₹ 1,411/sq.ft.","20,412 sq.ft.
(1896 sq.m.) Plot Area",,Residential land / Plot in NH-8
1310,"₹ 35 Lac
₹ 2,800/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Shiv Nagar
1311,"₹ 12 Lac
₹ 733/sq.ft.","1,638 sq.ft.
(152 sq.m.) Plot Area",,Residential land / Plot in Jobner
1312,"₹ 3 Lac
₹ 619/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Rohini Enclave
1313,"₹ 98 Lac
₹ 5,444/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Gurjar Ki Thadi
1314,"₹ 3.5 Lac
₹ 389/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Tonk Road Shivdaspura
1315,"₹ 26 Lac
₹ 2,418/sq.ft.","1,075 sq.ft.
(100 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Agra Road
1316,"₹ 41 Lac
₹ 2,412/sq.ft.","1,700 sq.ft.
(158 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Shivdaspura
1317,"₹ 19 Lac
₹ 2,112/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jhotwara
1318,"₹ 35 Lac
₹ 3,187/sq.ft.","1,098 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1319,"₹ 7 Lac
₹ 701/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Padampura
1320,"₹ 38 Lac
₹ 3,454/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kendriya Vihar Phase 2 Jagatpura
1321,"₹ 48 Lac
₹ 3,464/sq.ft.","1,386 sq.ft.
(129 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar
1322,"₹ 15.15 Lac
₹ 2,745/sq.ft.","552 sq.ft.
(51 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
