,Price,SQFT,rooms,Des
602,"₹ 50 Lac
₹ 3,038/sq.ft.","1,481 sq.ft.
(138 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Hathoj
603,"₹ 60 Lac
₹ 4,268/sq.ft.","1,406 sq.ft.
(131 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Nirman Nagar
604,"₹ 1.85 Cr
₹ 6,166/sq.ft.","3,000 sq.ft.
(279 sq.m.) Super built-up Area","5 BHK
5 Baths",5 BHK Residential Apartment in Janta Colony
605,"₹ 65 Lac
₹ 36,111/sq.ft.","180 sq.ft.
(17 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Jagdamba Nagar
606,"₹ 4.5 Lac
₹ 585/sq.ft.","768 sq.ft.
(71 sq.m.) Plot Area",,Residential land / Plot in Padampura
607,"₹ 62 Lac
₹ 3,502/sq.ft.","1,770 sq.ft.
(164 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
608,"₹ 75 Lac
₹ 5,580/sq.ft.","1,344 sq.ft.
(125 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in 119a govind Nagar east lane 8 Shivaji Marg Amer road
609,"₹ 24.99 Lac
₹ 2,940/sq.ft.","850 sq.ft.
(79 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Delhi-Jaipur Road
610,"₹ 37 Lac
₹ 2,466/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ramnagariya
611,"₹ 12 Lac
₹ 1,333/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Kodar
612,"₹ 32 Lac
₹ 1,852/sq.ft.","1,728 sq.ft.
(161 sq.m.) Plot Area",,Residential land / Plot in Abhinav Vistar Vihar Vill Titariya Chaksu Road
613,"₹ 1.5 Cr
₹ 7,936/sq.ft.","1,890 sq.ft.
(176 sq.m.) Plot Area","8 BHK
3 Baths",8 Bedroom Independent House in Brahmpuri
614,"₹ 1.75 Cr
₹ 11,643/sq.ft.","1,503 sq.ft.
(140 sq.m.) Plot Area",,Residential land / Plot in Gangwal Park
615,"₹ 19 Lac
₹ 2,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mahindra City
616,"₹ 61 Lac
₹ 6,334/sq.ft.","963 sq.ft.
(89 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in 200 ft by pass Ajmer road
617,"₹ 34 Lac
₹ 3,400/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Chitrakoot
618,"₹ 95 Lac
₹ 4,523/sq.ft.","2,100 sq.ft.
(195 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Vaishali Nagar
619,"₹ 70 Lac
₹ 8,454/sq.ft.","828 sq.ft.
(77 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vishwamitra Nagar
620,"₹ 2.59 Cr
₹ 3,444/sq.ft.","7,533 sq.ft.
(700 sq.m.) Plot Area",,Residential land / Plot in Budhsinghpura
621,"₹ 40 Lac
₹ 4,040/sq.ft.","990 sq.ft.
(92 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Parivahan Nagar
622,"₹ 43.42 Lac
₹ 3,600/sq.ft.","1,207 sq.ft.
(112 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kankha Ki Dhani
623,"₹ 7 Cr
₹ 16,306/sq.ft.","4,293 sq.ft.
(399 sq.m.) Plot Area","10 BHK
6 Baths",10 Bedroom Independent House in Near Satnam honda showroom
624,"₹ 20 Lac
₹ 1,181/sq.ft.","1,693 sq.ft.
(157 sq.m.) Plot Area",,Residential land / Plot in Rampura
625,"₹ 38 Lac
₹ 2,763/sq.ft.","1,375 sq.ft.
(128 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Patrakar Colony
626,"₹ 76 Lac
₹ 4,862/sq.ft.","1,563 sq.ft.
(145 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Subhash Nagar
627,"₹ 48.51 Lac
₹ 3,440/sq.ft.","1,410 sq.ft.
(131 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
628,"₹ 1.25 Cr
₹ 9,645/sq.ft.","1,296 sq.ft.
(120 sq.m.) Carpet Area","3 BHK
4 Baths",3 BHK Independent Builder Floor in vaishali nagar
629,"₹ 50 Lac
₹ 5,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Mansarovar Extension
630,"₹ 42 Lac
₹ 3,253/sq.ft.","1,291 sq.ft.
(120 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
631,"₹ 22 Lac
₹ 2,445/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in keshar vihar jaipur rajasthan
632,"₹ 1.25 Cr
₹ 25,252/sq.ft.","495 sq.ft.
(46 sq.m.) Plot Area","17 BHK
6 Baths",17 Bedroom Independent House in Sansar Chandra Road
633,"₹ 40 Lac
₹ 2,680/sq.ft.","1,493 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jaisinghpura
634,"₹ 25 Lac
₹ 2,607/sq.ft.","959 sq.ft.
(89 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Mansarovar
635,"₹ 2 Cr
₹ 8,889/sq.ft.","2,250 sq.ft.
(209 sq.m.) Plot Area","7 BHK
4 Baths",7 Bedroom Independent House in Sanganer
636,"₹ 30 Lac
₹ 3,157/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kamla Nehru Nagar
637,"₹ 62 Lac
₹ 2,619/sq.ft.","2,367 sq.ft.
(220 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
638,"₹ 80 Lac
₹ 4,000/sq.ft.","2,000 sq.ft.
(186 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Angira Nagar
639,"₹ 60 Lac
₹ 3,750/sq.ft.","1,600 sq.ft.
(149 sq.m.) Carpet Area","4 BHK
3 Baths",4 BHK Residential Apartment in Vishwakarma Industrial Area
640,"₹ 1.3 Cr
₹ 3,611/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Village Kalyanpura
641,"₹ 29 Lac
₹ 2,885/sq.ft.","1,005 sq.ft.
(93 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
642,"₹ 75 Lac
₹ 5,769/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Sector-7 Vidhyadhar Nagar
643,"₹ 24.51 Lac
₹ 3,583/sq.ft.","684 sq.ft.
(64 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Hathoj
644,"₹ 20 Lac
₹ 2,173/sq.ft.","920 sq.ft.
(85 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
645,"₹ 8 Cr
₹ 437/sq.ft.","182,951 sq.ft.
(16997 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Farm house in Delhi-Jaipur Road
646,"₹ 41.5 Lac
₹ 2,522/sq.ft.","1,645 sq.ft.
(153 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
647,"₹ 20 Lac
₹ 3,636/sq.ft.","550 sq.ft.
(51 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Lalarpura
648,"₹ 32.5 Lac
₹ 4,514/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Manglam City
649,"₹ 7 Lac
₹ 701/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,"Residential land / Plot in Kalwar , Near Biyani College"
650,"₹ 26 Lac
₹ 3,466/sq.ft.","750 sq.ft.
(70 sq.m.) Carpet Area","2 BHK
1 Bath",2 Bedroom Independent House in Hajyawaha
651,"₹ 17 Lac
₹ 304/sq.ft.","5,598 sq.ft.
(520 sq.m.) Plot Area",,Residential land / Plot in Amer
652,"₹ 5.75 Lac
₹ 575/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Dhankya
653,"₹ 16 Lac
₹ 1,077/sq.ft.","1,485 sq.ft.
(138 sq.m.) Plot Area",,Residential land / Plot in Tilawala
654,"₹ 70 Lac
₹ 3,821/sq.ft.","1,832 sq.ft.
(170 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Gandhi Path
655,"₹ 70 Lac
₹ 3,141/sq.ft.","2,228 sq.ft.
(207 sq.m.) Plot Area",,Residential land / Plot in Bagru
656,"₹ 28 Lac
₹ 3,704/sq.ft.","756 sq.ft.
(70 sq.m.) Plot Area","1 BHK
2 Baths","1 Bedroom Independent House in Jhotwara, liwaru road"
657,"₹ 45 Lac
₹ 4,090/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Natraj Nagar
658,"₹ 30 Lac
₹ 3,157/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
659,"₹ 22 Lac
₹ 2,000/sq.ft.","1,100 sq.ft.
(102 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Jobner
660,"₹ 11 Lac
₹ 2,750/sq.ft.","400 sq.ft.
(37 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Independent House in Jeetawala
661,"₹ 42 Lac
₹ 3,230/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mahindra Sez
662,"₹ 34 Lac
₹ 4,533/sq.ft.","750 sq.ft.
(70 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Pratap Nagar
663,"₹ 35 Lac
₹ 3,141/sq.ft.","1,114 sq.ft.
(103 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Bal Vihar
664,"₹ 80 Lac
₹ 5,369/sq.ft.","1,490 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
665,"₹ 85 Lac
₹ 7,083/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","2 BHK
2 Baths",2 Bedroom Independent House in Mansarower
666,"₹ 38 Lac
₹ 3,393/sq.ft.","1,120 sq.ft.
(104 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
667,"₹ 75 Lac
₹ 4,838/sq.ft.","1,550 sq.ft.
(144 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Heera Nagar
668,"₹ 55 Lac
₹ 4,739/sq.ft.","1,224 sq.ft.
(114 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Mahapura
669,"₹ 22 Lac
₹ 733,333/sq.ft.","3 sq.ft.
(0 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Hatoj
670,"₹ 4.5 Lac
₹ 500/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Chaksu
671,"₹ 68 Lac
₹ 6,296/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Giriraj Nagar
672,"₹ 55 Lac
₹ 5,000/sq.ft.","1,100 sq.ft.
(102 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Chitrakoot
673,"₹ 13.5 Lac
₹ 694/sq.ft.","1,944 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Shivdaspura
674,"₹ 30 Lac
₹ 2,307/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Dadudayal Nagar
675,"₹ 28 Lac
₹ 2,096/sq.ft.","1,336 sq.ft.
(124 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Kalwar Road
676,"₹ 17 Lac
₹ 944/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
677,"₹ 50 Lac
₹ 4,761/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Shri Gopal Nagar
678,"₹ 14 Lac
₹ 389/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in NH-8
679,"₹ 80 Lac
₹ 3,950/sq.ft.","2,025 sq.ft.
(188 sq.m.) Plot Area",,Residential land / Plot in Harnathpura
680,"₹ 24 Lac
₹ 2,182/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Jhotwara
681,"₹ 1.15 Cr
₹ 11,500/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in C-Scheme
682,"₹ 36 Lac
₹ 1,951/sq.ft.","1,845 sq.ft.
(171 sq.m.) Plot Area",,Residential land / Plot in Rajawas
683,"₹ 30 Lac
₹ 3,333/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Lalarpura
684,"₹ 75 Lac
₹ 2,083/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
685,"₹ 60.5 Lac
₹ 3,796/sq.ft.","1,593 sq.ft.
(148 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Jagatpura
686,"₹ 48 Lac
₹ 3,096/sq.ft.","1,550 sq.ft.
(144 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Manglam City
687,"₹ 1.5 Cr
₹ 6,150/sq.ft.","2,439 sq.ft.
(227 sq.m.) Built-up Area","10 BHK
5 Baths",10 Bedroom Independent House in Ajmer Road
688,"₹ 2.5 Cr
₹ 6,582/sq.ft.","3,798 sq.ft.
(353 sq.m.) Plot Area",,Residential property in Banipark
689,"₹ 60 Lac
₹ 4,800/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-2 Central Spine
690,"₹ 40 Lac
₹ 3,200/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Modi nagar ajmer road
691,"₹ 72 Lac
₹ 4,965/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Shastri Nagar
692,"₹ 19 Lac
₹ 1,900/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Jhotwara
693,"₹ 45 Lac
₹ 3,491/sq.ft.","1,289 sq.ft.
(120 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Murlipura
694,"₹ 1.12 Cr
₹ 5,333/sq.ft.","2,100 sq.ft.
(195 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Niwaru Road
695,"₹ 30 Lac
₹ 1,578/sq.ft.","1,900 sq.ft.
(177 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Niwaru Road
696,"₹ 66 Lac
₹ 2,750/sq.ft.","2,399 sq.ft.
(223 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
697,"₹ 29 Lac
₹ 2,561/sq.ft.","1,132 sq.ft.
(105 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
698,"₹ 40 Lac
₹ 3,663/sq.ft.","1,092 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
699,"₹ 27 Lac
₹ 2,700/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Patrakar Colony
700,"₹ 60 Lac
₹ 4,500/sq.ft.","1,400 sq.ft.
(130 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
701,"₹ 55 Lac
₹ 6,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sachivalay Nagar
702,"₹ 65 Lac
₹ 5,416/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Modi Nagar
703,"₹ 11.65 Lac
₹ 1,165/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahindra World city
704,"₹ 38 Lac
₹ 1,851/sq.ft.","2,052 sq.ft.
(191 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
705,"₹ 33 Lac
₹ 2,869/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in MANGLAMCITY Kalwar Road
706,"₹ 8 Lac
₹ 800/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Gajadharpura road
707,"₹ 28.5 Lac
₹ 1,789/sq.ft.","1,593 sq.ft.
(148 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
708,"₹ 17.77 Lac
₹ 1,777/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Sindhi Camp
709,"₹ 65 Lac
₹ 3,250/sq.ft.","2,000 sq.ft.
(186 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Muhana mandi
710,"₹ 50 Lac
₹ 3,125/sq.ft.","1,600 sq.ft.
(149 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Ranjeet nagar
711,"₹ 45 Lac
₹ 2,571/sq.ft.","1,750 sq.ft.
(163 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shree Ram Vihar
712,"₹ 7.5 Lac
₹ 667/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area",,Residential land / Plot in Hanuman vatika pindolai Bambori road bindayka Jaipur
713,"₹ 18 Lac
₹ 20,224/sq.ft.","89 sq.ft.
(8 sq.m.) Plot Area","1 BHK
1 Bath","1 Bedroom Independent House in Mohanpura road, Vatika"
714,"₹ 25 Lac
₹ 2,632/sq.ft.","950 sq.ft.
(88 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Lakshmi Nagar
715,"₹ 31 Lac
₹ 3,100/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in manplace lalarpura road west gandhipath west vaishali nagar
716,"₹ 15 Lac
₹ 1,111/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Vatika
717,"₹ 2 Lac
₹ 125/sq.ft.","1,600 sq.ft.
(149 sq.m.) Plot Area",,Residential property in Mangywas mansarovar
718,"₹ 30 Lac
₹ 3,157/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in bhura patel marg
719,"₹ 80 Lac
₹ 5,926/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area","3 BHK
1 Bath",3 Bedroom Independent House in Bhagwati Nagar
720,Price on Request,"1,620 sq.ft.
(151 sq.m.) Plot Area",,Residential land / Plot in Thikariya
721,"₹ 2.8 Cr
₹ 11,200/sq.ft.","2,500 sq.ft.
(232 sq.m.) Plot Area","12 BHK
7 Baths",12 Bedroom Independent House in Mohan Nagar
722,"₹ 14 Lac
₹ 2,592/sq.ft.","540 sq.ft.
(50 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ramchandpura
723,"₹ 17 Lac
₹ 1,674/sq.ft.","1,015 sq.ft.
(94 sq.m.) Super built-up Area","2 BHK
2 Baths","2 BHK Residential Apartment in Ganesh Nagar, Sirsi Bhankrota Road"
724,"₹ 65 Lac
₹ 4,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sirsi Road
725,"₹ 33 Lac
₹ 2,260/sq.ft.","1,460 sq.ft.
(136 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Kanak Vihar kamla nehru nagar
726,"₹ 75 Lac
₹ 5,172/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Riddhi Siddhi Red light
727,"₹ 86 Lac
₹ 8,877/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area","7 BHK
5 Baths",7 Bedroom Independent House in Sectar 5 partap nagar
728,"₹ 50 Lac
₹ 6,405/sq.ft.","780 sq.ft.
(72 sq.m.) Plot Area","3 BHK
1 Bath","3 Bedroom Independent House in Dadu Colony,opp jagatura railway crossing, Jagatpura, Jaipur,Rajasthan."
729,"₹ 2 Cr
₹ 9,841/sq.ft.","2,034 sq.ft.
(189 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Pratap Nagar
730,"₹ 65 Lac
₹ 3,241/sq.ft.","2,005 sq.ft.
(186 sq.m.) Plot Area",,Residential land / Plot in Om Shiv Colony Jhotwara
731,"₹ 23.5 Lac
₹ 2,087/sq.ft.","1,126 sq.ft.
(105 sq.m.) Plot Area",,Residential land / Plot in Jaisinghpura
732,"₹ 70 Lac
₹ 3,704/sq.ft.","1,890 sq.ft.
(176 sq.m.) Plot Area",,Residential land / Plot in Green Park Dadi Ka Phatak
733,"₹ 8 Cr
₹ 18,618/sq.ft.","4,296 sq.ft.
(399 sq.m.) Plot Area","8 BHK
7 Baths",8 Bedroom Independent House in Near Satnam Honda showroom
734,"₹ 6.02 Cr
₹ 62,462/sq.ft.","963 sq.ft.
(89 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Karni Vihar
735,"₹ 32 Lac
₹ 5,333/sq.ft.","600 sq.ft.
(56 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-18 Pratap Nagar
736,"₹ 49.49 Lac
₹ 4,582/sq.ft.","1,080 sq.ft.
(100 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vishveshvariya Nagar
737,"₹ 20 Lac
₹ 1,599/sq.ft.","1,251 sq.ft.
(116 sq.m.) Plot Area",,Residential land / Plot in Chaksu
738,"₹ 15 Lac
₹ 2,304/sq.ft.","651 sq.ft.
(60 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Chokhi Dhani
739,"₹ 35 Lac
₹ 1,562/sq.ft.","2,241 sq.ft.
(208 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
740,"₹ 35 Lac
₹ 1,562/sq.ft.","2,241 sq.ft.
(208 sq.m.) Plot Area",,Residential land / Plot in Mahapura
741,"₹ 9 Lac
₹ 1,161/sq.ft.","775 sq.ft.
(72 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
742,"₹ 9.5 Lac
₹ 950/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Chaksu
743,"₹ 5.5 Lac
₹ 6,179/sq.ft.","89 sq.ft.
(8 sq.m.) Plot Area",,Residential land / Plot in Palri
744,"₹ 38 Lac
₹ 2,714/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vishnupuri
745,"₹ 90 Lac
₹ 12,765/sq.ft.","705 sq.ft.
(66 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Old city kishan pole bazaar
746,"₹ 1.2 Cr
₹ 4,858/sq.ft.","2,470 sq.ft.
(229 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Jagatpura
747,"₹ 1.26 Cr
₹ 2,100/sq.ft.","6,000 sq.ft.
(557 sq.m.) Carpet Area","14 BHK
14 Baths",14 BHK Residential Apartment in Pratap Nagar
748,"₹ 35 Lac
₹ 4,358/sq.ft.","803 sq.ft.
(75 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
749,"₹ 48 Lac
₹ 3,428/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sirsi Road
750,"₹ 35 Lac
₹ 5,185/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths","3 Bedroom Independent House in Murlipura,Dadi Ka Fatak , Benad Road"
751,"₹ 12 Lac
₹ 1,105/sq.ft.","1,086 sq.ft.
(101 sq.m.) Plot Area",,Residential land / Plot in Vatika
752,"₹ 65 Lac
₹ 6,018/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area",,Residential land / Plot in Sanjay Colony
753,"₹ 32 Lac
₹ 2,560/sq.ft.","1,250 sq.ft.
(116 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Lalarpura
754,"₹ 49 Lac
₹ 3,266/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sanganer
755,"₹ 9 Lac
₹ 697/sq.ft.","1,291 sq.ft.
(120 sq.m.) Plot Area",,Residential land / Plot in Phagi
756,"₹ 22.5 Lac
₹ 2,368/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in near patrakar colony
757,"₹ 20 Lac
₹ 2,162/sq.ft.","925 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
758,"₹ 4 Lac
₹ 400/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ramchandpura
759,"₹ 3 Lac
₹ 619/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Ramchandpura
760,"₹ 5 Lac
₹ 694/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area",,Residential land / Plot in Naradpura
761,"₹ 40 Lac
₹ 265/sq.ft.","15,069 sq.ft.
(1400 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Heera Nagar
762,"₹ 75 Lac
₹ 4,411/sq.ft.","1,700 sq.ft.
(158 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Rohini Nagar
763,"₹ 28 Lac
₹ 2,545/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
764,"₹ 50 Lac
₹ 3,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Patrakar Colony
765,"₹ 6.5 Cr
₹ 14,444/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area","5 BHK
7 Baths",5 Bedroom Independent House in Riddhi siddhi Cross
